date,site_id,equipment_category,requested_units,allocated_units,utilisation_pct
2026-02-08,SITE012,Wheel Loader,7,7,75.3
2026-02-08,SITE013,Dozer,4,3,97.2
2026-02-09,SITE008,Articulated Truck,3,3,80.5
2026-02-09,SITE001,Telehandler,8,8,61.1
2026-02-09,SITE012,Skid Steer Loader,1,1,84.0
2026-02-09,SITE003,Motor Grader,3,3,83.0
2026-02-09,SITE009,Backhoe Loader,5,5,54.8
2026-02-10,SITE002,Motor Grader,1,0,93.0
2026-02-10,SITE006,Excavator,6,6,90.8
2026-02-10,SITE005,Wheel Loader,7,6,88.4
2026-02-10,SITE014,Excavator,2,2,68.3
2026-02-10,SITE013,Motor Grader,1,1,54.8
2026-02-11,SITE003,Skid Steer Loader,4,4,63.5
2026-02-11,SITE014,Skid Steer Loader,5,5,80.0
2026-02-11,SITE012,Telehandler,3,2,97.9
2026-02-11,SITE008,Motor Grader,1,0,84.4
2026-02-11,SITE001,Articulated Truck,2,1,100.0
2026-02-12,SITE008,Wheel Loader,4,3,82.0
2026-02-12,SITE014,Compactor,2,1,97.7
2026-02-12,SITE012,Wheel Loader,3,3,73.6
2026-02-12,SITE010,Skid Steer Loader,6,5,99.0
2026-02-12,SITE003,Telehandler,1,1,61.4
2026-02-13,SITE015,Compactor,2,2,69.2
2026-02-13,SITE007,Skid Steer Loader,2,2,77.8
2026-02-13,SITE006,Excavator,5,5,92.3
2026-02-13,SITE009,Backhoe Loader,8,8,90.1
2026-02-13,SITE001,Backhoe Loader,4,4,96.4
2026-02-14,SITE004,Backhoe Loader,2,2,69.7
2026-02-14,SITE010,Compactor,3,3,83.9
2026-02-14,SITE009,Skid Steer Loader,4,4,85.7
2026-02-14,SITE014,Excavator,3,3,100.0
2026-02-14,SITE001,Dozer,4,4,80.1
2026-02-15,SITE014,Backhoe Loader,1,1,82.9
2026-02-15,SITE012,Telehandler,1,1,56.3
2026-02-15,SITE010,Compactor,1,1,89.6
2026-02-15,SITE008,Articulated Truck,6,5,100.0
2026-02-15,SITE002,Wheel Loader,4,3,91.2
2026-02-16,SITE001,Motor Grader,3,3,91.5
2026-02-16,SITE014,Skid Steer Loader,2,2,93.7
2026-02-16,SITE009,Backhoe Loader,4,4,88.8
2026-02-16,SITE006,Motor Grader,1,1,75.5
2026-02-16,SITE007,Wheel Loader,1,1,63.0
2026-02-17,SITE013,Wheel Loader,5,5,95.3
2026-02-17,SITE002,Articulated Truck,4,4,93.0
2026-02-17,SITE003,Excavator,2,2,83.9
2026-02-17,SITE005,Motor Grader,3,2,93.5
2026-02-17,SITE007,Skid Steer Loader,3,3,69.8
2026-02-18,SITE003,Skid Steer Loader,1,1,75.9
2026-02-18,SITE007,Dozer,5,5,69.7
2026-02-18,SITE006,Dozer,1,0,80.4
2026-02-18,SITE005,Backhoe Loader,2,1,91.4
2026-02-18,SITE014,Skid Steer Loader,4,4,80.5
2026-02-19,SITE001,Skid Steer Loader,1,0,67.5
2026-02-19,SITE006,Excavator,1,0,89.9
2026-02-19,SITE008,Dozer,3,3,69.2
2026-02-19,SITE009,Motor Grader,1,1,81.3
2026-02-19,SITE007,Dozer,1,1,68.4
2026-02-20,SITE005,Backhoe Loader,1,1,99.7
2026-02-20,SITE010,Wheel Loader,5,5,82.3
2026-02-20,SITE007,Backhoe Loader,6,6,70.2
2026-02-20,SITE008,Dozer,4,3,86.2
2026-02-20,SITE002,Backhoe Loader,5,4,78.5
2026-02-21,SITE001,Wheel Loader,1,1,84.8
2026-02-21,SITE015,Excavator,1,0,88.9
2026-02-21,SITE008,Motor Grader,5,5,58.0
2026-02-21,SITE010,Telehandler,1,1,80.7
2026-02-21,SITE005,Dozer,6,6,90.6
2026-02-22,SITE001,Skid Steer Loader,4,4,70.5
2026-02-22,SITE003,Skid Steer Loader,3,2,96.7
2026-02-22,SITE012,Skid Steer Loader,4,4,76.1
2026-02-22,SITE009,Backhoe Loader,3,3,90.7
2026-02-22,SITE010,Telehandler,4,4,72.4
2026-02-23,SITE010,Articulated Truck,3,3,82.2
2026-02-23,SITE009,Compactor,2,2,74.9
2026-02-23,SITE013,Dozer,3,3,92.8
2026-02-23,SITE006,Articulated Truck,1,1,88.2
2026-02-23,SITE011,Compactor,5,5,92.7
2026-02-24,SITE001,Compactor,1,1,78.6
2026-02-24,SITE012,Excavator,1,1,69.7
2026-02-24,SITE003,Telehandler,3,2,84.9
2026-02-24,SITE011,Telehandler,3,3,78.1
2026-02-24,SITE015,Skid Steer Loader,6,6,91.3
2026-02-25,SITE015,Skid Steer Loader,3,3,65.5
2026-02-25,SITE014,Telehandler,3,3,88.4
2026-02-25,SITE011,Telehandler,6,6,83.9
2026-02-25,SITE008,Excavator,5,5,68.7
2026-02-25,SITE013,Compactor,2,2,81.6
2026-02-26,SITE015,Excavator,7,7,92.3
2026-02-26,SITE004,Articulated Truck,5,5,63.3
2026-02-26,SITE008,Skid Steer Loader,1,1,64.8
2026-02-26,SITE001,Dozer,3,3,60.7
2026-02-26,SITE014,Compactor,2,2,80.0
2026-02-27,SITE001,Dozer,5,5,69.6
2026-02-27,SITE005,Dozer,1,0,78.1
2026-02-27,SITE008,Skid Steer Loader,5,5,59.6
2026-02-27,SITE012,Backhoe Loader,2,1,100.0
2026-02-27,SITE010,Wheel Loader,2,2,81.4
2026-02-28,SITE011,Wheel Loader,2,2,57.7
2026-02-28,SITE012,Wheel Loader,3,3,76.8
2026-02-28,SITE010,Wheel Loader,3,3,66.2
2026-02-28,SITE015,Dozer,2,2,75.3
2026-02-28,SITE014,Dozer,2,2,58.9
2026-03-01,SITE012,Backhoe Loader,4,3,97.3
2026-03-01,SITE011,Excavator,6,5,75.2
2026-03-01,SITE009,Excavator,4,4,99.0
2026-03-01,SITE010,Telehandler,4,3,82.0
2026-03-01,SITE005,Motor Grader,4,4,100.0
2026-03-02,SITE011,Backhoe Loader,1,1,92.7
2026-03-02,SITE009,Dozer,2,2,97.5
2026-03-02,SITE008,Motor Grader,3,2,82.4
2026-03-02,SITE013,Backhoe Loader,4,3,100.0
2026-03-02,SITE006,Articulated Truck,2,2,73.5
2026-03-03,SITE007,Excavator,2,2,75.6
2026-03-03,SITE004,Telehandler,2,2,78.4
2026-03-03,SITE006,Dozer,2,2,68.8
2026-03-03,SITE002,Wheel Loader,5,5,86.3
2026-03-03,SITE010,Motor Grader,2,2,100.0
2026-03-04,SITE011,Telehandler,4,4,67.0
2026-03-04,SITE015,Articulated Truck,6,6,79.0
2026-03-04,SITE002,Dozer,4,4,78.9
2026-03-04,SITE001,Compactor,2,2,92.7
2026-03-04,SITE008,Articulated Truck,4,4,65.2
2026-03-05,SITE014,Compactor,1,1,67.3
2026-03-05,SITE006,Compactor,4,4,82.7
2026-03-05,SITE009,Skid Steer Loader,6,6,100.0
2026-03-05,SITE004,Excavator,6,5,89.9
2026-03-05,SITE002,Articulated Truck,2,2,68.9
2026-03-06,SITE013,Motor Grader,6,5,100.0
2026-03-06,SITE003,Skid Steer Loader,2,2,84.7
2026-03-06,SITE001,Excavator,2,2,78.7
2026-03-06,SITE008,Motor Grader,4,3,98.4
2026-03-06,SITE015,Telehandler,2,2,96.4
2026-03-07,SITE010,Excavator,1,0,100.0
2026-03-07,SITE013,Telehandler,2,1,85.2
2026-03-07,SITE007,Telehandler,1,1,73.1
2026-03-07,SITE004,Articulated Truck,2,2,79.9
2026-03-07,SITE015,Compactor,5,5,78.0
2026-03-08,SITE010,Skid Steer Loader,3,3,64.0
2026-03-08,SITE004,Wheel Loader,3,3,56.4
2026-03-08,SITE002,Articulated Truck,2,1,100.0
2026-03-08,SITE013,Compactor,2,1,82.4
2026-03-08,SITE001,Wheel Loader,1,1,66.1
2026-03-09,SITE003,Motor Grader,3,2,91.6
2026-03-09,SITE013,Backhoe Loader,2,2,75.9
2026-03-09,SITE001,Motor Grader,4,4,98.5
2026-03-09,SITE014,Wheel Loader,5,4,90.9
2026-03-09,SITE015,Motor Grader,5,5,89.1
2026-03-10,SITE005,Wheel Loader,3,3,75.3
2026-03-10,SITE006,Dozer,2,2,79.1
2026-03-10,SITE001,Telehandler,1,1,61.8
2026-03-10,SITE009,Dozer,3,3,66.3
2026-03-10,SITE010,Dozer,1,1,92.2
2026-03-11,SITE006,Articulated Truck,1,1,86.6
2026-03-11,SITE004,Motor Grader,2,1,99.3
2026-03-11,SITE011,Articulated Truck,2,2,93.7
2026-03-11,SITE008,Skid Steer Loader,4,3,100.0
2026-03-11,SITE012,Excavator,4,3,100.0
2026-03-12,SITE004,Compactor,3,3,100.0
2026-03-12,SITE001,Dozer,2,1,78.8
2026-03-12,SITE011,Articulated Truck,3,2,95.6
2026-03-12,SITE015,Dozer,6,5,95.2
2026-03-12,SITE012,Wheel Loader,3,3,82.8
2026-03-13,SITE006,Backhoe Loader,5,5,70.2
2026-03-13,SITE001,Wheel Loader,4,4,81.9
2026-03-13,SITE002,Compactor,3,3,88.8
2026-03-13,SITE015,Articulated Truck,3,3,93.5
2026-03-13,SITE014,Excavator,4,4,72.9
2026-03-14,SITE004,Wheel Loader,3,3,68.6
2026-03-14,SITE005,Backhoe Loader,3,3,85.8
2026-03-14,SITE003,Wheel Loader,4,4,85.1
2026-03-14,SITE015,Excavator,4,4,82.1
2026-03-14,SITE014,Motor Grader,3,3,71.4
2026-03-15,SITE001,Skid Steer Loader,1,1,100.0
2026-03-15,SITE014,Dozer,6,6,77.9
2026-03-15,SITE011,Compactor,1,1,93.7
2026-03-15,SITE003,Articulated Truck,5,5,72.8
2026-03-15,SITE007,Wheel Loader,1,0,81.4
2026-03-16,SITE015,Wheel Loader,6,6,92.7
2026-03-16,SITE012,Dozer,1,0,99.0
2026-03-16,SITE002,Articulated Truck,4,4,61.1
2026-03-16,SITE013,Telehandler,1,1,63.9
2026-03-16,SITE003,Excavator,1,1,71.7
2026-03-17,SITE014,Dozer,3,3,87.3
2026-03-17,SITE009,Motor Grader,4,4,64.0
2026-03-17,SITE005,Backhoe Loader,1,0,57.5
2026-03-17,SITE003,Dozer,5,5,66.0
2026-03-17,SITE006,Compactor,3,3,81.6
2026-03-18,SITE003,Articulated Truck,1,0,81.5
2026-03-18,SITE009,Backhoe Loader,3,2,82.1
2026-03-18,SITE007,Wheel Loader,2,2,71.7
2026-03-18,SITE011,Articulated Truck,2,1,91.8
2026-03-18,SITE014,Compactor,4,3,95.0
2026-03-19,SITE005,Excavator,2,2,79.0
2026-03-19,SITE010,Dozer,4,4,64.7
2026-03-19,SITE007,Compactor,5,5,84.8
2026-03-19,SITE011,Telehandler,1,1,85.6
2026-03-19,SITE014,Motor Grader,2,1,86.6
2026-03-20,SITE015,Motor Grader,2,2,82.6
2026-03-20,SITE007,Wheel Loader,1,1,99.7
2026-03-20,SITE010,Motor Grader,4,3,63.6
2026-03-20,SITE003,Backhoe Loader,2,2,65.9
2026-03-20,SITE006,Dozer,3,3,70.5
2026-03-21,SITE008,Compactor,1,0,99.2
2026-03-21,SITE009,Telehandler,3,2,87.7
2026-03-21,SITE010,Articulated Truck,3,2,98.1
2026-03-21,SITE006,Articulated Truck,1,1,79.0
2026-03-21,SITE007,Telehandler,2,2,88.6
2026-03-22,SITE003,Skid Steer Loader,4,4,56.0
2026-03-22,SITE008,Skid Steer Loader,6,6,80.4
2026-03-22,SITE004,Backhoe Loader,3,3,74.0
2026-03-22,SITE005,Motor Grader,3,3,73.2
2026-03-22,SITE011,Skid Steer Loader,2,2,80.3
2026-03-23,SITE002,Articulated Truck,6,6,80.9
2026-03-23,SITE006,Articulated Truck,3,3,92.2
2026-03-23,SITE001,Motor Grader,3,3,100.0
2026-03-23,SITE009,Dozer,5,5,93.8
2026-03-23,SITE004,Backhoe Loader,4,4,76.6
2026-03-24,SITE001,Telehandler,3,2,85.2
2026-03-24,SITE013,Excavator,4,3,87.1
2026-03-24,SITE005,Backhoe Loader,5,5,63.9
2026-03-24,SITE014,Telehandler,1,1,92.3
2026-03-24,SITE006,Dozer,2,2,71.9
2026-03-25,SITE008,Compactor,4,3,100.0
2026-03-25,SITE004,Articulated Truck,1,1,90.3
2026-03-25,SITE009,Articulated Truck,8,8,62.2
2026-03-25,SITE010,Telehandler,1,0,100.0
2026-03-25,SITE013,Dozer,3,2,90.6
2026-03-26,SITE008,Wheel Loader,1,1,82.0
2026-03-26,SITE014,Motor Grader,4,4,80.3
2026-03-26,SITE009,Compactor,1,1,88.7
2026-03-26,SITE001,Articulated Truck,2,2,71.7
2026-03-26,SITE006,Telehandler,2,1,69.4
2026-03-27,SITE011,Motor Grader,3,3,74.4
2026-03-27,SITE013,Excavator,1,1,89.4
2026-03-27,SITE007,Wheel Loader,2,2,98.5
2026-03-27,SITE012,Articulated Truck,2,1,92.8
2026-03-27,SITE009,Telehandler,2,2,91.9
2026-03-28,SITE007,Compactor,1,1,81.2
2026-03-28,SITE002,Articulated Truck,5,4,99.7
2026-03-28,SITE009,Motor Grader,5,5,92.7
2026-03-28,SITE015,Wheel Loader,3,3,99.0
2026-03-28,SITE004,Backhoe Loader,6,6,70.5
2026-03-29,SITE001,Excavator,2,2,80.3
2026-03-29,SITE014,Dozer,1,1,72.8
2026-03-29,SITE012,Telehandler,3,3,69.7
2026-03-29,SITE010,Dozer,2,2,75.5
2026-03-29,SITE008,Motor Grader,1,1,78.1
2026-03-30,SITE008,Wheel Loader,1,1,74.3
2026-03-30,SITE001,Telehandler,5,4,83.0
2026-03-30,SITE006,Wheel Loader,2,2,79.2
2026-03-30,SITE009,Wheel Loader,4,3,66.1
2026-03-30,SITE014,Compactor,2,2,88.0
2026-03-31,SITE007,Motor Grader,6,5,89.8
2026-03-31,SITE014,Compactor,1,1,97.3
2026-03-31,SITE004,Motor Grader,1,1,88.8
2026-03-31,SITE003,Backhoe Loader,2,1,100.0
2026-03-31,SITE013,Motor Grader,1,1,72.1
2026-04-01,SITE001,Dozer,5,5,80.5
2026-04-01,SITE003,Compactor,4,3,100.0
2026-04-01,SITE008,Compactor,2,2,57.6
2026-04-01,SITE002,Skid Steer Loader,2,2,70.3
2026-04-01,SITE007,Compactor,2,2,88.3
2026-04-02,SITE012,Wheel Loader,4,3,100.0
2026-04-02,SITE014,Dozer,7,7,87.5
2026-04-02,SITE015,Telehandler,4,3,71.0
2026-04-02,SITE005,Telehandler,2,2,74.3
2026-04-02,SITE007,Skid Steer Loader,1,0,100.0
2026-04-03,SITE012,Backhoe Loader,3,3,57.8
2026-04-03,SITE001,Skid Steer Loader,3,3,68.3
2026-04-03,SITE004,Compactor,3,2,86.3
2026-04-03,SITE003,Backhoe Loader,3,3,77.8
2026-04-03,SITE005,Articulated Truck,1,1,64.8
2026-04-04,SITE013,Compactor,1,1,73.7
2026-04-04,SITE002,Motor Grader,4,4,76.9
2026-04-04,SITE009,Backhoe Loader,6,6,80.7
2026-04-04,SITE006,Compactor,3,3,98.8
2026-04-04,SITE007,Skid Steer Loader,4,3,100.0
2026-04-05,SITE007,Telehandler,1,1,62.9
2026-04-05,SITE006,Excavator,4,4,67.6
2026-04-05,SITE012,Skid Steer Loader,5,5,91.2
2026-04-05,SITE015,Articulated Truck,2,1,100.0
2026-04-05,SITE004,Compactor,1,0,100.0
2026-04-06,SITE002,Compactor,6,6,60.0
2026-04-06,SITE015,Compactor,3,3,76.5
2026-04-06,SITE009,Wheel Loader,5,5,63.9
2026-04-06,SITE011,Excavator,3,3,100.0
2026-04-06,SITE004,Wheel Loader,7,7,74.8
2026-04-07,SITE002,Skid Steer Loader,2,2,85.1
2026-04-07,SITE009,Motor Grader,2,2,42.7
2026-04-07,SITE012,Compactor,4,4,66.3
2026-04-07,SITE007,Wheel Loader,2,2,61.4
2026-04-07,SITE003,Excavator,1,1,71.6
2026-04-08,SITE008,Skid Steer Loader,1,0,100.0
2026-04-08,SITE012,Motor Grader,4,3,100.0
2026-04-08,SITE001,Excavator,3,3,92.2
2026-04-08,SITE011,Excavator,1,0,72.3
2026-04-08,SITE009,Dozer,1,1,58.4
2026-04-09,SITE006,Telehandler,3,3,78.4
2026-04-09,SITE004,Excavator,1,1,85.3
2026-04-09,SITE014,Dozer,3,3,76.1
2026-04-09,SITE002,Dozer,2,2,69.5
2026-04-09,SITE001,Wheel Loader,5,5,85.6
2026-04-10,SITE001,Articulated Truck,4,4,63.1
2026-04-10,SITE007,Dozer,5,4,78.7
2026-04-10,SITE009,Telehandler,5,5,87.4
2026-04-10,SITE002,Dozer,3,3,82.0
2026-04-10,SITE006,Skid Steer Loader,1,1,66.6
2026-04-11,SITE006,Articulated Truck,1,1,70.5
2026-04-11,SITE003,Telehandler,2,2,78.2
2026-04-11,SITE001,Compactor,1,1,87.9
2026-04-11,SITE007,Skid Steer Loader,1,1,67.6
2026-04-11,SITE011,Articulated Truck,3,3,81.2
2026-04-12,SITE002,Compactor,4,4,80.3
2026-04-12,SITE004,Backhoe Loader,5,5,84.3
2026-04-12,SITE007,Motor Grader,6,6,68.2
2026-04-12,SITE005,Articulated Truck,2,1,96.9
2026-04-12,SITE010,Wheel Loader,3,3,76.5
2026-04-13,SITE003,Compactor,2,2,72.6
2026-04-13,SITE011,Articulated Truck,4,4,95.4
2026-04-13,SITE013,Compactor,4,3,96.5
2026-04-13,SITE012,Backhoe Loader,4,4,67.2
2026-04-13,SITE006,Backhoe Loader,3,3,57.1
2026-04-14,SITE004,Dozer,1,0,93.4
2026-04-14,SITE001,Dozer,2,2,75.3
