timestamp,asset_id,assigned_site_id,latitude,longitude,engine_state,engine_rpm,engine_hours_total,fuel_level_pct,engine_temp_c,battery_voltage,speed_kmh,ground_truth_label
2026-07-29T02:50:00Z,EQX0001,SITE013,12.951118,79.069311,OFF,0,1349.3,62.23,54.9,12.53,0.0,NORMAL
2026-07-29T02:55:00Z,EQX0001,SITE013,12.953043,79.080187,OFF,0,1349.3,62.22,52.4,12.34,0.0,NORMAL
2026-07-29T03:00:00Z,EQX0001,SITE013,12.95111,79.070601,OFF,0,1349.3,62.21,40.4,13.2,0.0,NORMAL
2026-07-29T03:05:00Z,EQX0001,SITE013,12.952708,79.07825,OFF,0,1349.3,62.19,62.0,13.21,0.0,NORMAL
2026-07-29T03:10:00Z,EQX0001,SITE013,12.957279,79.078002,OFF,0,1349.3,62.18,67.7,12.4,0.0,NORMAL
2026-07-29T03:15:00Z,EQX0001,SITE013,12.947913,79.076674,OFF,0,1349.3,62.16,67.7,13.58,0.0,NORMAL
2026-07-29T03:20:00Z,EQX0001,SITE013,12.948938,79.070341,OFF,0,1349.3,62.15,38.5,13.63,0.0,NORMAL
2026-07-29T03:25:00Z,EQX0001,SITE013,12.954522,79.078459,OFF,0,1349.3,62.15,50.9,14.06,0.0,NORMAL
2026-07-29T03:30:00Z,EQX0001,SITE013,12.947406,79.071433,OFF,0,1349.3,62.13,58.4,12.45,0.0,NORMAL
2026-07-29T03:35:00Z,EQX0001,SITE013,12.956149,79.068977,OFF,0,1349.3,62.11,52.2,12.25,0.0,NORMAL
2026-07-29T03:40:00Z,EQX0001,SITE013,12.956743,79.076394,OFF,0,1349.3,62.09,51.8,13.99,0.0,NORMAL
2026-07-29T03:45:00Z,EQX0001,SITE013,12.947711,79.076336,OFF,0,1349.3,62.08,64.7,14.38,0.0,NORMAL
2026-07-29T03:50:00Z,EQX0001,SITE013,12.95288,79.077561,OFF,0,1349.3,62.07,59.6,13.71,0.0,NORMAL
2026-07-29T03:55:00Z,EQX0001,SITE013,12.955782,79.071994,OFF,0,1349.3,62.06,39.7,13.67,0.0,NORMAL
2026-07-29T04:00:00Z,EQX0001,SITE013,12.952506,79.074373,OFF,0,1349.3,62.05,48.2,12.9,0.0,NORMAL
2026-07-29T04:05:00Z,EQX0001,SITE013,12.952591,79.077914,OFF,0,1349.3,62.04,48.6,12.82,0.0,NORMAL
2026-07-29T04:10:00Z,EQX0001,SITE013,12.956595,79.070735,OFF,0,1349.3,62.03,36.9,12.32,0.0,NORMAL
2026-07-29T04:15:00Z,EQX0001,SITE013,12.953475,79.070558,OFF,0,1349.3,62.01,61.2,12.88,0.0,NORMAL
2026-07-29T04:20:00Z,EQX0001,SITE013,12.958221,79.073097,OFF,0,1349.3,62.01,36.0,12.98,0.0,NORMAL
2026-07-29T04:25:00Z,EQX0001,SITE013,12.95483,79.073684,OFF,0,1349.3,62.0,63.8,13.37,0.0,NORMAL
2026-07-29T04:30:00Z,EQX0001,SITE013,12.954794,79.069015,OFF,0,1349.3,61.98,52.8,12.64,0.0,NORMAL
2026-07-29T04:35:00Z,EQX0001,SITE013,12.949279,79.072322,OFF,0,1349.3,61.97,41.5,13.89,0.0,NORMAL
2026-07-29T04:40:00Z,EQX0001,SITE013,12.953976,79.069021,OFF,0,1349.3,61.96,55.0,13.05,0.0,NORMAL
2026-07-29T04:45:00Z,EQX0001,SITE013,12.950105,79.079331,OFF,0,1349.3,61.95,39.1,13.75,0.0,NORMAL
2026-07-29T04:50:00Z,EQX0001,SITE013,12.948745,79.073157,OFF,0,1349.3,61.93,46.6,12.67,0.0,NORMAL
2026-07-29T04:55:00Z,EQX0001,SITE013,12.948491,79.075663,OFF,0,1349.3,61.91,49.1,13.65,0.0,NORMAL
2026-07-29T05:00:00Z,EQX0001,SITE013,12.954785,79.077,OFF,0,1349.3,61.9,67.3,14.36,0.0,NORMAL
2026-07-29T05:05:00Z,EQX0001,SITE013,12.95446,79.079443,OFF,0,1349.3,61.9,67.9,13.12,0.0,NORMAL
2026-07-29T05:10:00Z,EQX0001,SITE013,12.951146,79.07859,OFF,0,1349.3,61.9,63.8,12.57,0.0,NORMAL
2026-07-29T05:15:00Z,EQX0001,SITE013,12.946745,79.076788,OFF,0,1349.3,61.88,43.9,12.2,0.0,NORMAL
2026-07-29T05:20:00Z,EQX0001,SITE013,12.954894,79.069324,OFF,0,1349.3,61.87,39.5,12.39,0.0,NORMAL
2026-07-29T05:25:00Z,EQX0001,SITE013,12.947418,79.074921,OFF,0,1349.3,61.86,62.7,12.52,0.0,NORMAL
2026-07-29T05:30:00Z,EQX0001,SITE013,12.9552,79.076818,OFF,0,1349.3,61.85,68.4,12.81,0.0,NORMAL
2026-07-29T05:35:00Z,EQX0001,SITE013,12.949758,79.07761,OFF,0,1349.3,61.84,64.9,13.09,0.0,NORMAL
2026-07-29T05:40:00Z,EQX0001,SITE013,12.947658,79.078635,OFF,0,1349.3,61.83,42.1,12.6,0.0,NORMAL
2026-07-29T05:45:00Z,EQX0001,SITE013,12.952366,79.069815,OFF,0,1349.3,61.82,36.2,12.2,0.0,NORMAL
2026-07-29T05:50:00Z,EQX0001,SITE013,12.954943,79.069287,OFF,0,1349.3,61.81,37.9,13.19,0.0,NORMAL
2026-07-29T05:55:00Z,EQX0001,SITE013,12.951924,79.077708,OFF,0,1349.3,61.8,60.8,13.76,0.0,NORMAL
2026-07-29T06:00:00Z,EQX0001,SITE013,12.955843,79.077177,OFF,0,1349.3,61.79,69.1,12.21,0.0,NORMAL
2026-07-29T06:05:00Z,EQX0001,SITE013,12.956934,79.071488,OFF,0,1349.3,61.79,40.3,12.54,0.0,NORMAL
2026-07-29T06:10:00Z,EQX0001,SITE013,12.947297,79.073038,OFF,0,1349.3,61.78,66.6,14.47,0.0,NORMAL
2026-07-29T06:15:00Z,EQX0001,SITE013,12.954147,79.072509,OFF,0,1349.3,61.77,42.9,13.9,0.0,NORMAL
2026-07-29T06:20:00Z,EQX0001,SITE013,12.956741,79.075698,OFF,0,1349.3,61.77,50.4,12.82,0.0,NORMAL
2026-07-29T06:25:00Z,EQX0001,SITE013,12.950431,79.069814,OFF,0,1349.3,61.77,54.1,12.26,0.0,NORMAL
2026-07-29T06:30:00Z,EQX0001,SITE013,12.955266,79.077167,OFF,0,1349.3,61.76,35.6,12.9,0.0,NORMAL
2026-07-29T06:35:00Z,EQX0001,SITE013,12.954832,79.068549,OFF,0,1349.3,61.76,66.6,12.11,0.0,NORMAL
2026-07-29T06:40:00Z,EQX0001,SITE013,12.953423,79.078762,OFF,0,1349.3,61.75,48.6,14.01,0.0,NORMAL
2026-07-29T06:45:00Z,EQX0001,SITE013,12.946858,79.078366,OFF,0,1349.3,61.75,54.1,13.29,0.0,NORMAL
2026-07-29T06:50:00Z,EQX0001,SITE013,12.954847,79.073119,OFF,0,1349.3,61.74,48.5,14.38,0.0,NORMAL
2026-07-29T06:55:00Z,EQX0001,SITE013,12.949621,79.08024,OFF,0,1349.3,61.74,52.2,13.69,0.0,NORMAL
2026-07-29T07:00:00Z,EQX0001,SITE013,12.949306,79.07192,RUNNING,1356,1349.38,61.67,89.4,13.93,17.3,NORMAL
2026-07-29T07:05:00Z,EQX0001,SITE013,12.946871,79.078143,RUNNING,1463,1349.47,61.56,82.8,12.46,8.3,NORMAL
2026-07-29T07:10:00Z,EQX0001,SITE013,12.94812,79.075996,RUNNING,1754,1349.55,61.45,90.8,12.62,7.3,NORMAL
2026-07-29T07:15:00Z,EQX0001,SITE013,12.950983,79.07239,IDLING,765,1349.63,61.44,48.6,13.1,0.0,NORMAL
2026-07-29T07:20:00Z,EQX0001,SITE013,12.953441,79.079854,RUNNING,1410,1349.72,61.39,87.3,13.92,14.1,NORMAL
2026-07-29T07:25:00Z,EQX0001,SITE013,12.951518,79.076206,RUNNING,1674,1349.8,61.31,87.9,12.63,2.5,NORMAL
2026-07-29T07:30:00Z,EQX0001,SITE013,12.958089,79.078919,RUNNING,1867,1349.88,61.24,89.8,13.13,3.6,NORMAL
2026-07-29T07:35:00Z,EQX0001,SITE013,12.951801,79.079796,RUNNING,1360,1349.97,61.15,90.2,12.16,3.7,NORMAL
2026-07-29T07:40:00Z,EQX0001,SITE013,12.95338,79.070348,RUNNING,1376,1350.05,61.1,87.7,13.1,14.1,NORMAL
2026-07-29T07:45:00Z,EQX0001,SITE013,12.955482,79.077629,RUNNING,1621,1350.13,61.04,81.2,13.32,11.0,NORMAL
2026-07-29T07:50:00Z,EQX0001,SITE013,12.956064,79.069507,IDLING,810,1350.22,61.02,58.7,12.12,0.0,NORMAL
2026-07-29T07:55:00Z,EQX0001,SITE013,12.9509,79.077401,IDLING,868,1350.3,61.02,67.6,14.49,0.0,NORMAL
2026-07-29T08:00:00Z,EQX0001,SITE013,12.953621,79.078417,RUNNING,1267,1350.38,60.96,89.8,13.29,12.7,NORMAL
2026-07-29T08:05:00Z,EQX0001,SITE013,12.957187,79.070437,RUNNING,1303,1350.47,60.85,80.1,12.4,16.4,NORMAL
2026-07-29T08:10:00Z,EQX0001,SITE013,12.95842,79.076758,RUNNING,1775,1350.55,60.77,84.1,14.36,17.6,NORMAL
2026-07-29T08:15:00Z,EQX0001,SITE013,12.947093,79.079041,RUNNING,1350,1350.63,60.66,79.3,13.28,8.6,NORMAL
2026-07-29T08:20:00Z,EQX0001,SITE013,12.953483,79.073846,IDLING,859,1350.72,60.65,50.4,12.15,0.0,NORMAL
2026-07-29T08:25:00Z,EQX0001,SITE013,12.958474,79.079116,RUNNING,1887,1350.8,60.57,89.5,12.27,2.4,NORMAL
2026-07-29T08:30:00Z,EQX0001,SITE013,12.95784,79.080003,RUNNING,1603,1350.88,60.46,79.4,12.59,11.4,NORMAL
2026-07-29T08:35:00Z,EQX0001,SITE013,12.952557,79.07594,RUNNING,1285,1350.97,60.4,90.8,13.58,17.9,NORMAL
2026-07-29T08:40:00Z,EQX0001,SITE013,12.952865,79.079469,RUNNING,1458,1351.05,60.35,81.6,13.32,16.3,NORMAL
2026-07-29T08:45:00Z,EQX0001,SITE013,12.958574,79.072528,RUNNING,1444,1351.13,60.26,81.4,12.78,17.9,NORMAL
2026-07-29T08:50:00Z,EQX0001,SITE013,12.948188,79.080217,RUNNING,1875,1351.22,60.22,85.2,13.66,13.2,NORMAL
2026-07-29T08:55:00Z,EQX0001,SITE013,12.951281,79.076821,RUNNING,1589,1351.3,60.17,84.1,12.78,6.8,NORMAL
2026-07-29T09:00:00Z,EQX0001,SITE013,12.951506,79.072584,RUNNING,1724,1351.38,60.07,88.2,14.46,12.9,NORMAL
2026-07-29T09:05:00Z,EQX0001,SITE013,12.952018,79.07654,RUNNING,1700,1351.47,60.01,79.1,14.11,16.4,NORMAL
2026-07-29T09:10:00Z,EQX0001,SITE013,12.955765,79.071394,OFF,0,1351.47,60.01,39.5,12.54,0.0,NORMAL
2026-07-29T09:15:00Z,EQX0001,SITE013,12.956984,79.068594,RUNNING,1785,1351.55,59.91,88.1,12.13,14.5,NORMAL
2026-07-29T09:20:00Z,EQX0001,SITE013,12.958249,79.07605,IDLING,689,1351.63,59.9,68.8,12.93,0.0,NORMAL
2026-07-29T09:25:00Z,EQX0001,SITE013,12.949014,79.077431,RUNNING,1827,1351.72,59.86,87.2,12.3,1.7,NORMAL
2026-07-29T09:30:00Z,EQX0001,SITE013,12.955224,79.073121,IDLING,852,1351.8,59.84,42.4,13.66,0.0,NORMAL
2026-07-29T09:35:00Z,EQX0001,SITE013,12.955095,79.074109,RUNNING,1402,1351.88,59.75,84.4,13.93,10.7,NORMAL
2026-07-29T09:40:00Z,EQX0001,SITE013,12.948993,79.070205,IDLING,779,1351.97,59.75,41.2,13.45,0.0,NORMAL
2026-07-29T09:45:00Z,EQX0001,SITE013,12.956803,79.077553,IDLING,829,1352.05,59.73,41.6,12.67,0.0,NORMAL
2026-07-29T09:50:00Z,EQX0001,SITE013,12.954307,79.071097,RUNNING,1806,1352.13,59.68,83.4,12.73,6.2,NORMAL
2026-07-29T09:55:00Z,EQX0001,SITE013,12.94964,79.07753,RUNNING,1207,1352.22,59.59,90.6,12.26,1.1,NORMAL
2026-07-29T10:00:00Z,EQX0001,SITE013,12.947579,79.077651,RUNNING,1261,1352.3,59.5,88.6,13.89,0.2,NORMAL
2026-07-29T10:05:00Z,EQX0001,SITE013,12.957594,79.076855,RUNNING,1290,1352.38,59.44,88.0,13.61,17.3,NORMAL
2026-07-29T10:10:00Z,EQX0001,SITE013,12.952385,79.074474,RUNNING,1526,1352.47,59.37,87.6,14.01,5.6,NORMAL
2026-07-29T10:15:00Z,EQX0001,SITE013,12.951537,79.079038,IDLING,800,1352.55,59.37,59.2,12.91,0.0,NORMAL
2026-07-29T10:20:00Z,EQX0001,SITE013,12.952193,79.07031,OFF,0,1352.55,59.36,65.4,13.94,0.0,NORMAL
2026-07-29T10:25:00Z,EQX0001,SITE013,12.951197,79.078921,RUNNING,1225,1352.63,59.25,88.2,12.47,6.6,NORMAL
2026-07-29T10:30:00Z,EQX0001,SITE013,12.957973,79.071082,RUNNING,1877,1352.72,59.14,80.0,12.14,8.5,NORMAL
2026-07-29T10:35:00Z,EQX0001,SITE013,12.950262,79.07994,RUNNING,1402,1352.8,59.11,83.1,13.47,4.1,NORMAL
2026-07-29T10:40:00Z,EQX0001,SITE013,12.948538,79.080107,RUNNING,1711,1352.88,59.04,90.3,12.25,17.3,NORMAL
2026-07-29T10:45:00Z,EQX0001,SITE013,12.948318,79.074703,RUNNING,1531,1352.97,58.95,85.9,13.34,3.9,NORMAL
2026-07-29T10:50:00Z,EQX0001,SITE013,12.950347,79.0759,RUNNING,1515,1353.05,58.86,82.4,13.63,10.8,NORMAL
2026-07-29T10:55:00Z,EQX0001,SITE013,12.956989,79.072913,RUNNING,1549,1353.13,58.76,88.5,14.53,1.1,NORMAL
2026-07-29T11:00:00Z,EQX0001,SITE013,12.954879,79.0794,RUNNING,1627,1353.22,58.71,90.3,14.36,11.4,NORMAL
2026-07-29T11:05:00Z,EQX0001,SITE013,12.950593,79.070811,IDLING,721,1353.3,58.7,55.2,12.42,0.0,NORMAL
2026-07-29T11:10:00Z,EQX0001,SITE013,12.955117,79.075791,RUNNING,1847,1353.38,58.62,89.8,14.13,4.5,NORMAL
2026-07-29T11:15:00Z,EQX0001,SITE013,12.95123,79.070258,RUNNING,1219,1353.47,58.56,89.4,12.9,9.5,NORMAL
2026-07-29T11:20:00Z,EQX0001,SITE013,12.948938,79.077717,RUNNING,1472,1353.55,58.53,83.1,13.88,6.5,NORMAL
2026-07-29T11:25:00Z,EQX0001,SITE013,12.956518,79.074269,IDLING,707,1353.63,58.51,46.5,12.47,0.0,NORMAL
2026-07-29T11:30:00Z,EQX0001,SITE013,12.957219,79.070879,RUNNING,1527,1353.72,58.44,82.1,14.13,3.4,NORMAL
2026-07-29T11:35:00Z,EQX0001,SITE013,12.948959,79.078064,IDLING,725,1353.8,58.42,60.7,12.81,0.0,NORMAL
2026-07-29T11:40:00Z,EQX0001,SITE013,12.949071,79.072031,IDLING,859,1353.88,58.41,45.4,12.17,0.0,NORMAL
2026-07-29T11:45:00Z,EQX0001,SITE013,12.957538,79.070249,RUNNING,1631,1353.97,58.37,84.0,13.66,10.0,NORMAL
2026-07-29T11:50:00Z,EQX0001,SITE013,12.949931,79.076954,RUNNING,1521,1354.05,58.33,81.6,13.23,2.9,NORMAL
2026-07-29T11:55:00Z,EQX0001,SITE013,12.953251,79.072904,RUNNING,1217,1354.13,58.29,89.3,12.89,13.0,NORMAL
2026-07-29T12:00:00Z,EQX0001,SITE013,12.948756,79.075835,RUNNING,1843,1354.22,58.22,82.2,14.0,11.6,NORMAL
2026-07-29T12:05:00Z,EQX0001,SITE013,12.955293,79.077042,RUNNING,1782,1354.3,58.19,84.7,13.34,16.7,NORMAL
2026-07-29T12:10:00Z,EQX0001,SITE013,12.94944,79.077534,RUNNING,1304,1354.38,58.11,90.2,14.53,6.1,NORMAL
2026-07-29T12:15:00Z,EQX0001,SITE013,12.952916,79.07618,RUNNING,1271,1354.47,58.04,85.1,13.09,2.8,NORMAL
2026-07-29T12:20:00Z,EQX0001,SITE013,12.957557,79.071607,OFF,0,1354.47,58.03,39.0,12.7,0.0,NORMAL
2026-07-29T12:25:00Z,EQX0001,SITE013,12.954987,79.074222,RUNNING,1771,1354.55,57.99,86.4,12.21,13.7,NORMAL
2026-07-29T12:30:00Z,EQX0001,SITE013,12.95127,79.07609,OFF,0,1354.55,57.99,46.2,13.09,0.0,NORMAL
2026-07-29T12:35:00Z,EQX0001,SITE013,12.954985,79.075078,RUNNING,1496,1354.63,57.92,86.7,12.2,10.6,NORMAL
2026-07-29T12:40:00Z,EQX0001,SITE013,12.947588,79.079058,RUNNING,1796,1354.72,57.84,82.5,13.37,14.9,NORMAL
2026-07-29T12:45:00Z,EQX0001,SITE013,12.955551,79.071855,RUNNING,1355,1354.8,57.76,89.9,13.49,9.2,NORMAL
2026-07-29T12:50:00Z,EQX0001,SITE013,12.948969,79.079253,RUNNING,1406,1354.88,57.67,81.3,13.08,11.7,NORMAL
2026-07-29T12:55:00Z,EQX0001,SITE013,12.952762,79.073346,RUNNING,1656,1354.97,57.58,86.5,12.56,0.7,NORMAL
2026-07-29T13:00:00Z,EQX0001,SITE013,12.953462,79.077445,OFF,0,1354.97,57.56,42.0,14.18,0.0,NORMAL
2026-07-29T13:05:00Z,EQX0001,SITE013,12.947272,79.075991,RUNNING,1807,1355.05,57.46,82.7,13.52,15.9,NORMAL
2026-07-29T13:10:00Z,EQX0001,SITE013,12.956575,79.078802,RUNNING,1723,1355.13,57.43,78.2,12.62,17.0,NORMAL
2026-07-29T13:15:00Z,EQX0001,SITE013,12.955666,79.079528,RUNNING,1535,1355.22,57.36,83.1,13.3,10.7,NORMAL
2026-07-29T13:20:00Z,EQX0001,SITE013,12.957233,79.07871,IDLING,890,1355.3,57.35,56.6,13.65,0.0,NORMAL
2026-07-29T13:25:00Z,EQX0001,SITE013,12.951197,79.075295,OFF,0,1355.3,57.33,45.6,12.5,0.0,NORMAL
2026-07-29T13:30:00Z,EQX0001,SITE013,12.955522,79.072952,RUNNING,1420,1355.38,57.25,90.6,12.8,11.8,NORMAL
2026-07-29T13:35:00Z,EQX0001,SITE013,12.949773,79.07964,RUNNING,1235,1355.47,57.14,81.9,14.32,14.4,NORMAL
2026-07-29T13:40:00Z,EQX0001,SITE013,12.946984,79.079651,RUNNING,1851,1355.55,57.04,86.9,13.29,0.3,NORMAL
2026-07-29T13:45:00Z,EQX0001,SITE013,12.954959,79.071756,RUNNING,1440,1355.63,56.97,89.5,12.16,10.1,NORMAL
2026-07-29T13:50:00Z,EQX0001,SITE013,12.951149,79.068924,RUNNING,1356,1355.72,56.92,83.2,13.18,8.4,NORMAL
2026-07-29T13:55:00Z,EQX0001,SITE013,12.947376,79.077712,RUNNING,1213,1355.8,56.84,78.6,12.8,5.1,NORMAL
2026-07-29T14:00:00Z,EQX0001,SITE013,12.957084,79.071296,RUNNING,1473,1355.88,56.8,81.5,13.22,0.0,NORMAL
2026-07-29T14:05:00Z,EQX0001,SITE013,12.958046,79.07434,RUNNING,1776,1355.97,56.7,83.7,12.68,15.3,NORMAL
2026-07-29T14:10:00Z,EQX0001,SITE013,12.956469,79.075013,RUNNING,1572,1356.05,56.66,82.8,13.03,16.2,NORMAL
2026-07-29T14:15:00Z,EQX0001,SITE013,12.950781,79.070566,RUNNING,1753,1356.13,56.62,87.6,13.1,8.4,NORMAL
2026-07-29T14:20:00Z,EQX0001,SITE013,12.957293,79.076587,RUNNING,1499,1356.22,56.57,86.7,13.12,17.3,NORMAL
2026-07-29T14:25:00Z,EQX0001,SITE013,12.950924,79.074077,RUNNING,1459,1356.3,56.46,82.3,13.98,15.5,NORMAL
2026-07-29T14:30:00Z,EQX0001,SITE013,12.958413,79.070219,RUNNING,1243,1356.38,56.4,89.9,12.95,11.4,NORMAL
2026-07-29T14:35:00Z,EQX0001,SITE013,12.94909,79.076797,RUNNING,1787,1356.47,56.36,88.6,12.3,7.5,NORMAL
2026-07-29T14:40:00Z,EQX0001,SITE013,12.953526,79.071535,RUNNING,1713,1356.55,56.28,84.8,13.48,17.0,NORMAL
2026-07-29T14:45:00Z,EQX0001,SITE013,12.948023,79.07726,RUNNING,1900,1356.63,56.19,82.4,14.09,9.9,NORMAL
2026-07-29T14:50:00Z,EQX0001,SITE013,12.950834,79.073374,RUNNING,1872,1356.72,56.08,80.8,13.98,1.9,NORMAL
2026-07-29T14:55:00Z,EQX0001,SITE013,12.95566,79.077072,RUNNING,1664,1356.8,56.04,87.0,14.33,17.4,NORMAL
2026-07-29T15:00:00Z,EQX0001,SITE013,12.949522,79.073351,IDLING,884,1356.88,56.04,68.3,14.16,0.0,NORMAL
2026-07-29T15:05:00Z,EQX0001,SITE013,12.946815,79.072027,RUNNING,1298,1356.97,55.92,80.5,12.62,14.9,NORMAL
2026-07-29T15:10:00Z,EQX0001,SITE013,12.951683,79.072768,RUNNING,1268,1357.05,55.87,90.4,13.11,12.6,NORMAL
2026-07-29T15:15:00Z,EQX0001,SITE013,12.954051,79.079513,RUNNING,1597,1357.13,55.81,81.9,13.69,10.7,NORMAL
2026-07-29T15:20:00Z,EQX0001,SITE013,12.949689,79.074161,RUNNING,1232,1357.22,55.73,82.6,14.09,13.6,NORMAL
2026-07-29T15:25:00Z,EQX0001,SITE013,12.958276,79.074362,IDLING,800,1357.3,55.72,47.3,12.17,0.0,NORMAL
2026-07-29T15:30:00Z,EQX0001,SITE013,12.949646,79.069583,RUNNING,1699,1357.38,55.62,79.1,12.71,15.0,NORMAL
2026-07-29T15:35:00Z,EQX0001,SITE013,12.949517,79.080286,RUNNING,1296,1357.47,55.55,87.7,12.19,5.6,NORMAL
2026-07-29T15:40:00Z,EQX0001,SITE013,12.946744,79.070019,OFF,0,1357.47,55.55,49.4,14.26,0.0,NORMAL
2026-07-29T15:45:00Z,EQX0001,SITE013,12.952178,79.076844,OFF,0,1357.47,55.54,52.6,13.07,0.0,NORMAL
2026-07-29T15:50:00Z,EQX0001,SITE013,12.952821,79.070565,IDLING,662,1357.55,55.53,39.1,13.23,0.0,NORMAL
2026-07-29T15:55:00Z,EQX0001,SITE013,12.948478,79.078526,IDLING,803,1357.63,55.53,38.8,12.6,0.0,NORMAL
2026-07-29T16:00:00Z,EQX0001,SITE013,12.954466,79.070598,RUNNING,1205,1357.72,55.46,87.7,13.04,5.4,NORMAL
2026-07-29T16:05:00Z,EQX0001,SITE013,12.955186,79.078179,RUNNING,1899,1357.8,55.38,84.4,14.47,2.1,NORMAL
2026-07-29T16:10:00Z,EQX0001,SITE013,12.953373,79.073735,RUNNING,1335,1357.88,55.28,90.3,13.02,12.6,NORMAL
2026-07-29T16:15:00Z,EQX0001,SITE013,12.953142,79.073501,RUNNING,1737,1357.97,55.17,82.8,12.18,7.9,NORMAL
